Journal,Title,Authors,Author_Information,Abstract,DOI,Misc
"5. Curr Treat Options Oncol. 2023 Jun 15. doi: 10.1007/s11864-023-01101-3. Online
 ahead of print.","Recurrent/Metastatic Nasopharyngeal Carcinoma Treatment from Present to Future: 
Where Are We and Where Are We Heading?","Juarez-Vignon Whaley JJ(1), Afkhami M(2), Onyshchenko M(3), Massarelli E(3), 
Sampath S(4), Amini A(4), Bell D(2), Villaflor VM(5).","Author information:
(1)Health Science Research Center, Faculty of Health Science, Universidad 
Anahuac Mexico, State of Mexico, Naucalpan de Juárez, Mexico.
(2)Department of Pathology, City of Hope Comprehensive Cancer Center, Duarte, 
CA, USA.
(3)Department of Medical Oncology, City of Hope Comprehensive Cancer Center, 
Duarte, 1500 East Duarte Road. , Duarte, CA, 91010, USA.
(4)Department of Radiation Oncology, City of Hope Comprehensive Cancer Center 
Duarte, Duarte, CA, USA.
(5)Department of Medical Oncology, City of Hope Comprehensive Cancer Center, 
Duarte, 1500 East Duarte Road. , Duarte, CA, 91010, USA. vvillaflor@coh.org.","Nasopharyngeal carcinoma (NPC) is distinct in its anatomic location and biology 
from other epithelial head and neck cancer (HNC). There are 3 WHO subtypes, 
which considers the presence of Epstein-Barr virus (EBV) and other 
histopathology features. Despite the survival benefit obtained from modern 
treatment modalities and techniques specifically in the local and locally 
advanced setting, a number of patients with this disease will recur and 
subsequently die of distant metastasis, locoregional relapse, or both. In the 
recurrent setting, the ideal therapy approach continues to be a topic of 
discussion and current recommendations are platinum-based combination 
chemotherapy. Phase III clinical trials which led to the approval of 
pembrolizumab or nivolumab for head and neck squamous cell carcinoma (HNSCC) 
specifically excluded NPC. No immune checkpoint inhibitor therapy, to date, has 
been approved by the FDA to treat NPC although the National Comprehensive Cancer 
Network (NCCN) recommendations do include use of these agents. Hence, this 
remains the major challenge for treatment options. Nasopharyngeal carcinoma is 
challenging as it is really 3 different diseases, and much research is required 
to determine best options and sequencing of those options. This article is going 
to address the data to date and discuss ongoing research in EBV + and EBV - 
inoperable recurrent/metastatic NPC patients.",© 2023. The Author(s).,"DOI: 10.1007/s11864-023-01101-3
PMID: 37318724"
"8. Fam Cancer. 2023 Jun 15. doi: 10.1007/s10689-023-00337-0. Online ahead of
print.","A mosaic pathogenic variant in MSH6 causes MSH6-deficient colorectal and 
endometrial cancer in a patient classified as suspected Lynch syndrome: a case 
report.","Walker R(1)(2), Clendenning M(3)(4), Joo JE(3)(4), Xue J(3)(4), Mahmood 
K(3)(4)(5), Georgeson P(3)(4), Como J(3)(4), Joseland S(3)(4), Preston SG(3)(4), 
Chan JM(3)(4), Jenkins MA(4)(6), Rosty C(3)(4)(7)(8), Macrae FA(9)(10)(11), Di 
Palma S(12), Campbell A(12), Winship IM(9)(11), Buchanan DD(3)(4)(9).","Author information:
(1)Colorectal Oncogenomics Group, Department of Clinical Pathology, The 
University of Melbourne, 305 Grattan Street, Parkville, VIC, 3010, Australia. 
romy.walker@unimelb.edu.au.
(2)University of Melbourne Centre for Cancer Research, Victorian Comprehensive 
Cancer Centre, 305 Grattan Street, Parkville, VIC, 3010, Australia. 
romy.walker@unimelb.edu.au.
(3)Colorectal Oncogenomics Group, Department of Clinical Pathology, The 
University of Melbourne, 305 Grattan Street, Parkville, VIC, 3010, Australia.
(4)University of Melbourne Centre for Cancer Research, Victorian Comprehensive 
Cancer Centre, 305 Grattan Street, Parkville, VIC, 3010, Australia.
(5)Melbourne Bioinformatics, The University of Melbourne, Melbourne, Parkville, 
VIC, 3010, Australia.
(6)Centre for Epidemiology and Biostatistics, The University of Melbourne, 
Parkville, VIC, 3010, Australia.
(7)Envoi Specialist Pathologists, Brisbane, QLD, 4059, Australia.
(8)University of Queensland, Brisbane, QLD, 4072, Australia.
(9)Genomic Medicine and Familial Cancer Centre, The Royal Melbourne Hospital, 
Parkville, VIC, 3000, Australia.
(10)Colorectal Medicine and Genetics, The Royal Melbourne Hospital, Parkville, 
VIC, 3000, Australia.
(11)Department of Medicine, The University of Melbourne, Melbourne, VIC, 3000, 
Australia.
(12)Clinical Genetics Unit, Austin Health, Melbourne, VIC, 3084, Australia.","Germline pathogenic variants in the DNA mismatch repair (MMR) genes (Lynch 
syndrome) predispose to colorectal (CRC) and endometrial (EC) cancer. However, 
mosaic variants in the MMR genes have been rarely described. We identified a 
likely de novo mosaic MSH6:c.1135_1139del p.Arg379* pathogenic variant in a 
patient diagnosed with suspected Lynch syndrome/Lynch-like syndrome. The patient 
developed MSH6-deficient EC and CRC at 54 and 58 years of age, respectively, 
without a detectable germline MMR pathogenic variant. Multigene panel sequencing 
of tumor and blood-derived DNA identified an MSH6 somatic mutation 
(MSH6:c.1135_1139del p.Arg379*) common to both the EC and CRC, raising suspicion 
of mosaicism. A droplet digital polymerase chain reaction (ddPCR) assay detected 
the MSH6 variant at 5.34% frequency in normal colonic tissue, 3.49% in saliva 
and 1.64% in blood DNA, demonstrating the presence of the MSH6 variant in all 
three germ layers. This study highlights the utility of tumor sequencing to 
guide sensitive ddPCR testing to detect low-level mosaicism in the MMR genes. 
Further investigation of the prevalence of MMR mosaicism is needed to inform 
routine diagnostic approaches and genetic counselling.",© 2023. The Author(s).,"DOI: 10.1007/s10689-023-00337-0
PMID: 37318702"
"9. Int Urol Nephrol. 2023 Jun 15. doi: 10.1007/s11255-023-03638-6. Online ahead
of  print.","Bladder perforation as a complication of transurethral resection of bladder 
tumors: the predictors, management, and its impact in a series of 1570 at a 
tertiary urology institute.","Osman Y(1), Elawdy M(2)(3), Taha DE(1)(4), Zahran MH(1), Abouelkheir RT(5), 
Sharaf DE(5), Mosbah A(1), Ali-El Dein B(1).","Author information:
(1)Urology Department, Urology and Nephrology Center, Mansoura University, 
Mansoura, Egypt.
(2)Urology Department, Urology and Nephrology Center, Mansoura University, 
Mansoura, Egypt. mmelawdy@gmail.com.
(3)Urology Department, Sohar Hospital, Ministry of Health, Sohar, Oman. 
mmelawdy@gmail.com.
(4)Urology Departement, Faculty of Medicine, Kafr El-Sheikh University, Kafr 
El-Sheikh, Egypt.
(5)Radiology Department, Urology and Nephrology Center, Mansoura University, 
Mansoura, Egypt.","OBJECTIVES: To report the incidence, predictors, the impact of bladder 
perforation (BP), and our protocol of management in patients who underwent 
trans-urethral resection of bladder tumor (TURBT).
METHODS: This is a retrospective study, between 2006 and 2020, on patients who 
underwent TURBT for non-muscle-invasive bladder cancer (NMIBC). Bladder 
perforation was defined as any full thickness resection of the bladder wall. 
Bladder perforations were managed based on their severity and type. Small BP 
with no or mild symptoms were managed with prolongation of urethral catheters. 
Those with significant extraperitoneal extravasations were managed by insertion 
of a tube drain (TD). Abdominal exploration was done for extensive BP and all 
intraperitoneal extravasations.
RESULTS: Our study included 1,570 patients, the mean age was 58 ± 11 years and 
86% were males. Bladder perforation was recorded in 10% (n = 158) of the 
patients. The perforation was extraperitoneal in 95%, and in 86%, the 
perforation was associated with no symptoms, mild symptoms, or mild fluid 
extravasation that required only prolongation of the urethral catheter. On the 
other hand, active intervention was required for the 21 remaining patients (14%) 
with TD being the most frequent management. History of previous TURBT 
(p = 0.001) and obturator jerk (p = 0.0001) were the only predictors for BP.
CONCLUSIONS: The overall incidence of bladder perforation is 10%; however, 86% 
required only prolongation of urethral catheter. Bladder perforation did not 
affect the probability for tumor recurrence, tumor progression nor radical 
cystectomy.",© 2023. The Author(s).,"DOI: 10.1007/s11255-023-03638-6
PMID: 37318699"
10. Discov Oncol. 2023 Jun 15;14(1):101. doi: 10.1007/s12672-023-00717-z.,"An immune related signature inhibits the occurrence and development of serous 
ovarian cancer by affecting the abundance of dendritic cells.","Teng F(1)(2), Wei H(1), Dong X(3).","Author information:
(1)In-Patient Ultrasound Department, The Second Affiliated Hospital of Harbin 
Medical University, Harbin, China.
(2)Ultrasound Department, The Fourth Affiliated Hospital of Harbin Medical 
University, Harbin, China.
(3)Ultrasound Department, The Fourth Affiliated Hospital of Harbin Medical 
University, Harbin, China. Dongxq0451@163.com.","Serous ovarian cancer is one of the major causes of cancer related death among 
women worldwide. The advanced diagnosis worsens the prognosis of patients with 
serous ovarian cancer. The immune system has an important impact on the 
progression of ovarian cancer. Herein, we aimed to establish an immune related 
prognostic signature to assist in the early diagnosis, treatment, and prognostic 
evaluation of patients with serous ovarian cancer. Multiple public data sets and 
immune related genes were obtained from various online public databases, and 
immune related prognostic signatures were developed through differential 
expression analysis, univariate Cox proportional hazard regression analysis, and 
the Least Absolute Shrinkage and Selection Operator (LASSO) Cox regression 
model. The nomogram model, Kaplan-Meier survival curve analysis, receiver 
operating characteristic (ROC) curve analysis, and decision curve analysis 
showed that this signature had a good prediction potential. In conclusion, an 
immune related signature with good prediction efficiency was established through 
systematic bioinformatics analysis, which may play a tumor inhibition role by 
affecting the abundance of activated dendritic cells.",© 2023. The Author(s).,"DOI: 10.1007/s12672-023-00717-z
PMID: 37318692"
"11. Environ Geochem Health. 2023 Jun 15. doi: 10.1007/s10653-023-01654-0. Online 
ahead of print.","Assessment of radiation hazard indices due to naturally occurring long-life 
radionuclides in the coastal area of Barra de Valizas, Uruguay.","Noguera A(1), Bentos Pereira H(2), Fornaro L(2).","Author information:
(1)Departamento de Desarrollo Tecnológico, Grupo de Desarrollo de Materiales y 
Estudios Ambientales, Centro Universitario Regional del Este, Universidad de la 
República, Ruta 9 y Ruta 15, 27000, Rocha, Uruguay. anoguera@cure.edu.uy.
(2)Departamento de Desarrollo Tecnológico, Grupo de Desarrollo de Materiales y 
Estudios Ambientales, Centro Universitario Regional del Este, Universidad de la 
República, Ruta 9 y Ruta 15, 27000, Rocha, Uruguay.","The Uruguayan east coast has several mineral resources, which include black sand 
ores in the Barra de Valizas-Aguas Dulces area. Cancer in Uruguay shows 
non-homogeneous geographical distribution, with the highest standardized 
mortality ratio (SMR) in the northeast and east region, which includes the 
aforementioned area and the town of Barra de Valizas. The activity concentration 
of natural radionuclides (226Ra, 232Th and 40 K) in Barra de Valizas´soil was 
determined by gamma spectrometry in order to evaluate the radiological hazard 
for inhabitants and tourists. The outdoor annual effective dose (AEDE), excess 
lifetime cancer risk (ELCR), and annual gonadal dose equivalent (AGDE) were 
evaluated for inhabitants with a life expectancy of 77.7 years, a 0.2 and 0.5 
occupancy factor, and using the conversion coefficients recommended by United 
Nations Scientific Committee on the Effects of Atomic Radiation (UNSCEAR). The 
annual effective dose was also evaluated for both summer and fortnight tourists. 
The radiological hazard indices for Barra de Valizas inhabitants are higher than 
the worldwide mean and recommended values. This may contribute to Rocha's higher 
SRM value, although a direct correlation cannot be assured with the 
epidemiological information currently available. Social, medical and 
anthropological studies will be carried out in future to provide data and verify 
this correlation.","© 2023. The Author(s), under exclusive licence to Springer Nature B.V.","DOI: 10.1007/s10653-023-01654-0
PMID: 37318690"
"12. Appl Biochem Biotechnol. 2023 Jun 15. doi: 10.1007/s12010-023-04582-y. Online
 ahead of print.",Anti-cancer Application of Nat-ZnFe(2)O(4) Nanoparticles on 2D Tumor Models.,"Chabattula SC(1), Patra B(1), Gupta PK(2)(3)(4), Govarthanan K(5), Rayala SK(1), 
Chakraborty D(6), Verma RS(7).","Author information:
(1)Department of Biotechnology, Indian Institute of Technology Madras, Chennai, 
600036, Tamil Nadu, India.
(2)Department of Life Sciences, Sharda School of Basic Sciences and Research, 
Sharda University, Greater Noida, 201310, Uttar Pradesh, India.
(3)Department of Biotechnology, Graphic Era Deemed to be University, Dehradun, 
248002, Uttarakhand, India.
(4)Faculty of Health and Life Sciences, INTI International University, 71800, 
Nilai, Malaysia.
(5)Centre for Cardiovascular Biology and Disease, Institute for Stem Cell 
Science and Regenerative Medicine, Bengaluru, Karnataka, 560065, India.
(6)Department of Chemistry, Indian Institute of Technology Madras, Chennai, 
600036, Tamil Nadu, India. dchakraborty@iitm.ac.in.
(7)Department of Biotechnology, Indian Institute of Technology Madras, Chennai, 
600036, Tamil Nadu, India. vermars@faculty.iitm.ac.in.","Metal/Metal Oxide nanoparticles (M/MO NPs) exhibit potential biomedical 
applications due to their tunable physicochemical properties. Recently, the 
biogenic synthesis of M/MO NPs has gained massive attention due to their 
economical and eco-friendly nature. In the present study, Nyctanthes 
arbor-tristis (Nat) flower extract-derived Zinc Ferrite NPs (Nat-ZnFe2O4 NPs) 
were synthesized and physicochemically characterized by FTIR, XRD, FE-SEM, DLS, 
and other instruments to study their crystallinity, size, shape, net charge, 
presence of phytocompounds on NP's surface and several other features. The 
average particle size of Nat-ZnFe2O4 NPs was approx. 25.87 ± 5.67 nm. XRD 
results showed the crystalline nature of Nat-ZnFe2O4 NPs. The net surface charge 
on NPs was -13.28 ± 7.18 mV. When tested on mouse fibroblasts and human RBCs, 
these NPs were biocompatible and hemocompatible. Later, these Nat-ZnFe2O4 NPs 
exhibited potent anti-neoplastic activity against pancreatic, lung, and cervical 
cancer cells. In addition, NPs induced apoptosis in tested cancer cells through 
ROS generation. These in vitro studies confirmed that Nat-ZnFe2O4 NPs could be 
used for cancer therapy. Moreover, further studies are recommended on ex vivo 
platforms for future clinical applications.","© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.","DOI: 10.1007/s12010-023-04582-y
PMID: 37318689"
"13. Appl Biochem Biotechnol. 2023 Jun 15. doi: 10.1007/s12010-023-04496-9. Online
 ahead of print.","Analysis of Correlation Between LncRNA TDRG1 Expression and its Prognosis in 
Cervical Carcinoma Tissues.","El-Lateef AEA(1)(2), El-Shemi AGA(3)(4), Hassanein RAM(3)(5), Iqbal MS(3), 
Albloshi SA(6)(7).","Author information:
(1)Department of Laboratory Medicine, Faculty of Applied Medical Sciences, 
Umm-Alqura University, Mecca, Saudi Arabia. damalezzat@yahoo.com.
(2)Department of Clinical Pathology, Faculty of Medicine, Tanta University, 
Tanta, Egypt. damalezzat@yahoo.com.
(3)Department of Laboratory Medicine, Faculty of Applied Medical Sciences, 
Umm-Alqura University, Mecca, Saudi Arabia.
(4)Department of Pharmacology, Faculty of Medicine, Assiut University, Assiut, 
Egypt.
(5)Department of Zoonoses, Faculty of Veterinary Medicine, Assiut University, 
Assiut, Egypt.
(6)College of Medicine, King Abdulaazzi Bin University, Riyadh, Saudi Arabia. 
Abuam004@gmail.com.
(7)Department Family and Community Medicine, College of Medicine - King Saud 
University, Riyadh, Saudi Arabia. Abuam004@gmail.com.","To explore and analyze the correlation between LncRNA TDRG1 expression degree 
and the prognosis of cervical carcinoma tissues. The cervical cancer tissues and 
para-carcinoma tissues of 106 patients with cervical carcinoma surgically 
removed in our hospital were chosen as specimens. LncRNA TDRG1 expression in 
cervical carcinoma tissues and para-carcinoma tissues was inspected by real-time 
fluorescence quantitative PCR, and the correlation between LncRNA TDRG1 and the 
clinicopathological parameters and disease prognosis was analyzed. The relative 
expression of LncRNA TDRG1 in cervical carcinoma tissues was critically gone up 
(P < 0.05) compared to para-carcinoma tissues. The relative expression of LncRNA 
TDRG1 in cervical carcinoma was correlated with FIGO staging, lymph node 
metastasis, infiltrating depth of cervical basal, and the differentiation of 
cancer cells (P < 0.05). According to the results of the Kaplan-Meier curve and 
Log-rank test, the overall survival conditions of subjects with low-lncRNA TDRG1 
were superior to that of those with high-lncRNA TDRG1 expression (P < 0.05). The 
expression of LncRNA TDRG1 in cervical carcinoma tissues and the 
clinicopathological features in predicting the overall survival (OS) in 
sufferers with cervical carcinoma were investigated by the Cox regression model. 
LncRNA TDRG1 expression in cervical carcinoma tissues is tightly associated with 
the progression and prognosis of cervical carcinoma, which may be a latent 
biological indicator for clinical diagnosis and prognosis of cervical carcinoma.","© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.","DOI: 10.1007/s12010-023-04496-9
PMID: 37318688"
"14. Appl Biochem Biotechnol. 2023 Jun 15. doi: 10.1007/s12010-023-04538-2. Online
 ahead of print.","To Assess the Role of microRNA-451 in the Progression and Metastasis of 
Colorectal Cancer.","Chen H(1), Yao J(1), Shan Z(1), Wei Y(1), You S(1), Li D(1), Zhang Y(2)(3).","Author information:
(1)Department of General Surgery, Dushu Lake Hospital Affiliated to Soochow 
University, No 9 of Chongwen Road, Suzhou, Jiangsu Province, 215000, China.
(2)Department of General Surgery, Dushu Lake Hospital Affiliated to Soochow 
University, No 9 of Chongwen Road, Suzhou, Jiangsu Province, 215000, China. 
jiayingli987@yahoo.com.
(3)Department of General Surgery, The First Affiliated Hospital of Soochow 
University, No 899 of Pinghai Road, Suzhou, Jiangsu Province, 215000, China. 
jiayingli987@yahoo.com.","The study aimed to determine the expression of miR451 in colorectal cancer (CRC) 
subjects with CRC cells, and the role of miR451 in colorectal cancer cells. In 
October 2020, ATC purchased CRC and normal mucosal cell lines of CRC and 
implanted them in DMEM with 10% fetal serum. The suitability of the HT29 cell 
line is verified using the STR profile. In an incubator with 5% CO2, enlarged 
cells were placed at 37 °C. TCGA data was used to select the top 120 patients 
with a high voice and the lowest 120 patients with a low voice. Cells were 
collected and coated with Annexin V and PE according to the manufacturer's 
instructions after 24.0 h. After that, the cells were separated. Cells were also 
tested using flow cytometry. HCT-120 cells were transplanted into a 
concentration of 5×105/ml cells in 6-source plates. HCT120 cells in the 
experimental group were combined with miR451 mimics, miR451 inhibitors, or 
miR451 miR + SMAD4B for 12 h at 37 °C, and cells were collected 24 h later at 37 
°C. The sample was injected with 5 ml of Annexin VFITC and PE. Compared with 
normal colorectal mucosal cells, CRC cell lines decreased miR451 expression 
levels (fetal human cells (FHC) and HCoEpiC). Then, the HCT120 cells were 
transfected with miR451 inhibitors, and 72 h after transfection, say of miR451 
was normal. There was a significant decrease in cell function in the miR451mimic 
groups, but an increase when the miR451 was blocked. The proliferation of cancer 
cells was prevented and chemotherapy was effective when miR451 was 
overexpressed. The SMAD4 gene provides instructions for making a protein 
involved in transmitting chemical signals from the cell surface to the nucleus. 
The SMAD4B expression was tested by RT-qPCR and Western blotting after 72.0 h of 
transmission. The mRNA and protein expression of SMAD4B decreased significantly 
when miR451 was significantly higher than when inhibited, as revealed in the 
results of this study. Seventy-two hours after transplantation, mRNA levels and 
SMAD4B proteins were measured in HCT120 cells. In addition, the researchers in 
this study investigated whether miR451 was associated with SMAD4B-directed 
control of CRC growth and migration. It was found that SMAD4B is highly 
expressed in both CRC and para-cancer tissues while using the TCGA database to 
detect SMAD4B expression. Patients with CRC with SMAD4B have a severe prognosis. 
MiR451 is sensitive to depressive disorders by targeting SMAD4B, according to 
these studies. We found that miR451 inhibited cell growth and migration, made 
CRC cells more readily available in chemotherapy, and did so by targeting 
SMAD4B. The findings suggest that miR451 and its genetic predisposition, SMAD4B, 
may help predict the prognosis and course of cancer patients. Treatments that 
target the miR451/SMAD4B axis may be helpful to people with CRC.","© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.","DOI: 10.1007/s12010-023-04538-2
PMID: 37318687"
15. EJNMMI Res. 2023 Jun 15;13(1):60. doi: 10.1186/s13550-023-01008-y.,"Predicting the effect of different folate doses on [(68)Ga]Ga-PSMA-11 organ and 
tumor uptake using physiologically based pharmacokinetic modeling.","Siebinga H(1)(2), Hendrikx JJMA(3)(4), Huitema ADR(3)(5)(6), de Wit-van der Veen 
BJ(4).","Author information:
(1)Department of Pharmacy and Pharmacology, The Netherlands Cancer Institute, 
Amsterdam, The Netherlands. h.siebinga@nki.nl.
(2)Department of Nuclear Medicine, The Netherlands Cancer Institute, Amsterdam, 
The Netherlands. h.siebinga@nki.nl.
(3)Department of Pharmacy and Pharmacology, The Netherlands Cancer Institute, 
Amsterdam, The Netherlands.
(4)Department of Nuclear Medicine, The Netherlands Cancer Institute, Amsterdam, 
The Netherlands.
(5)Department of Clinical Pharmacy, University Medical Center Utrecht, Utrecht 
University, Utrecht, The Netherlands.
(6)Department of Pharmacology, Princess Máxima Center for Pediatric Oncology, 
Utrecht, The Netherlands.","BACKGROUND: Folate intake might reduce [68Ga]Ga-PSMA-11 uptake in tissues due to 
a competitive binding to the PSMA receptor. For diagnostic imaging, this could 
impact decision making, while during radioligand therapy this could affect 
treatment efficacy. The relationship between folate dose, timing of dosing and 
tumor and organ uptake is not well established. The aim of this study was to 
develop a physiologically based pharmacokinetic (PBPK) model to predict the 
effect of folates on [68Ga]Ga-PSMA-11 PET/CT uptake in salivary glands, kidneys 
and tumors.
METHODS: A PBPK model was developed for [68Ga]Ga-PSMA-11 and folates (folic acid 
and its metabolite 5-MTHF), with compartments added that represent salivary 
glands and tumor. Reactions describing receptor binding, internalization and 
intracellular degradation were included. Model evaluation for [68Ga]Ga-PSMA-11 
was performed by using patient scan data from two different studies (static and 
dynamic), while for folates data from the literature were used for evaluation. 
Simulations were performed to assess the effect of different folate doses 
(150 µg, 400 µg, 5 mg and 10 mg) on accumulation in salivary glands, kidney and 
tumor, also for patients with different tumor volumes (10, 100, 500 and 
1000 mL).
RESULTS: Final model evaluation showed that predictions adequately described 
data for both [68Ga]Ga-PSMA-11 and folates. Predictions of a 5-MTFH dose of 
150 µg and folic acid dose of 400 µg (in case of administration at the same time 
as [68Ga]Ga-PSMA-11 (t = 0)) showed no clinically relevant effect on salivary 
glands and kidney uptake. However, the effect of a decrease in salivary glands 
and kidney uptake was determined to be clinically relevant for doses of 5 mg 
(34% decrease for salivary glands and 32% decrease for kidney) and 10 mg (36% 
decrease for salivary glands and 34% decrease for kidney). Predictions showed 
that tumor uptake was not relevantly affected by the co-administration of folate 
for all different folate doses (range 150 µg-10 mg). Lastly, different tumor 
volumes did not impact the folate effect on [68Ga]Ga-PSMA-11 biodistribution.
CONCLUSION: Using a PBPK model approach, high doses of folate (5 and 10 mg) were 
predicted to show a decrease of [68Ga]Ga-PSMA-11 salivary glands and kidney 
uptake, while intake by means of folate containing food or vitamin supplements 
showed no relevant effects. In addition, tumor uptake was not affected by folate 
administration in the simulated dose ranges (150 µg-10 mg). Differences in tumor 
volume are not expected to impact folate effects on [68Ga]Ga-PSMA-11 organ 
uptake.",© 2023. The Author(s).,"DOI: 10.1186/s13550-023-01008-y
PMID: 37318681"
"16. J Neurooncol. 2023 Jun 15. doi: 10.1007/s11060-023-04359-7. Online ahead of 
print.","Integrated clinical genomic analysis reveals xenobiotic metabolic genes are 
downregulated in meningiomas of current smokers.","Khan AB(#)(1), Patel R(#)(1), McDonald MF(#)(1)(2), Goethe E(1), English C(1), 
Gadot R(1), Shetty A(1), Nouri SH(1), Harmanci AO(3), Harmanci AS(1), Klisch 
TJ(1)(4), Patel AJ(5)(6)(7).","Author information:
(1)Department of Neurosurgery, Baylor College of Medicine, Houston, USA.
(2)Medical Scientist Training Program, Baylor College of Medicine, Houston, USA.
(3)School of Biomedical Informatics, University of Texas Health Science Center 
Houston, Houston, USA.
(4)Jan and Dan Duncan Neurological Research Institute, Texas Children's 
Hospital, Houston, USA.
(5)Department of Neurosurgery, Baylor College of Medicine, Houston, USA. 
Akash.Patel@bcm.edu.
(6)Jan and Dan Duncan Neurological Research Institute, Texas Children's 
Hospital, Houston, USA. Akash.Patel@bcm.edu.
(7)Department of Otolaryngology-Head and Neck Surgery, Baylor College of 
Medicine, Houston, USA. Akash.Patel@bcm.edu.
(#)Contributed equally","INTRODUCTION: Meningiomas are the most common primary intracranial tumor. 
Recently, various genetic classification systems for meningioma have been 
described. We sought to identify clinical drivers of different molecular changes 
in meningioma. As such, clinical and genomic consequences of smoking in patients 
with meningiomas remain unexplored.
METHODS: 88 tumor samples were analyzed in this study. Whole exome sequencing 
(WES) was used to assess somatic mutation burden. RNA sequencing data was used 
to identify differentially expressed genes (DEG) and genes sets (GSEA).
RESULTS: Fifty-seven patients had no history of smoking, twenty-two were past 
smokers, and nine were current smokers. The clinical data showed no major 
differences in natural history across smoking status. WES revealed absence of 
AKT1 mutation rate in current or past smokers compared to non-smokers 
(p = 0.046). Current smokers had increased mutation rate in NOTCH2 compared to 
past and never smokers (p < 0.05). Mutational signature from current and past 
smokers showed disrupted DNA mismatch repair (cosine-similarity = 0.759 and 
0.783). DEG analysis revealed the xenobiotic metabolic genes UGT2A1 and UGT2A2 
were both significantly downregulated in current smokers compared to past 
(Log2FC = - 3.97, padj = 0.0347 and Log2FC = - 4.18, padj = 0.0304) and never 
smokers (Log2FC = - 3.86, padj = 0.0235 and Log2FC = - 4.20, padj = 0.0149). 
GSEA analysis of current smokers showed downregulation of xenobiotic metabolism 
and enrichment for G2M checkpoint, E2F targets, and mitotic spindle compared to 
past and never smokers (FDR < 25% each).
CONCLUSION: In this study, we conducted a comparative analysis of meningioma 
patients based on their smoking history, examining both their clinical 
trajectories and molecular changes. Meningiomas from current smokers were more 
likely to harbor NOTCH2 mutations, and AKT1 mutations were absent in current or 
past smokers. Moreover, both current and past smokers exhibited a mutational 
signature associated with DNA mismatch repair. Meningiomas from current smokers 
demonstrate downregulation of xenobiotic metabolic enzymes UGT2A1 and UGT2A2, 
which are downregulated in other smoking related cancers. Furthermore, current 
smokers exhibited downregulation xenobiotic metabolic gene sets, as well as 
enrichment in gene sets related to mitotic spindle, E2F targets, and G2M 
checkpoint, which are hallmark pathways involved in cell division and DNA 
replication control. In aggregate, our results demonstrate novel alterations in 
meningioma molecular biology in response to systemic carcinogens.","© 2023. The Author(s), under exclusive licence to Springer Science+Business 
Media, LLC, part of Springer Nature.","DOI: 10.1007/s11060-023-04359-7
PMID: 37318677"
17. Discov Oncol. 2023 Jun 15;14(1):102. doi: 10.1007/s12672-023-00707-1.,AURKB activates EMT through PI3K/AKT signaling axis to promote ICC progression.,"Ma P(#)(1), Hao Y(#)(1), Wang W(#)(1), Zhang YF(1), Yu KH(2), Wang WX(3).","Author information:
(1)Deportment of Hepatobiliary Surgery, Renmin Hospital, Wuhan University, 
Wuhan, 430060, Hubei Province, People's Republic of China.
(2)Deportment of Hepatobiliary Surgery, Renmin Hospital, Wuhan University, 
Wuhan, 430060, Hubei Province, People's Republic of China. 13517282628@163.com.
(3)Deportment of Hepatobiliary Surgery, Renmin Hospital, Wuhan University, 
Wuhan, 430060, Hubei Province, People's Republic of China. sate.llite@163.com.
(#)Contributed equally","Intrahepatic cholangiocarcinoma (ICC) is a fatal disease and the molecular 
mechanism of its progression remains unknown. Aurora Kinase B (AURKB) is a 
central regulator of chromosome separation and cytokinesis and is abnormally 
expressed in a variety of cancer cells. This research aimed to explore the 
effect of AURKB in occurrence and metastasis of ICC. We found that AURKB showed 
a progressive up-regulation pattern from normal bile duct tissue to ICC with 
high invasion. Our data showed that AURKB significantly promoted ICC cell 
proliferation, induced epithelial-mesenchymal transition (EMT), migration and 
invasion through gain- and loss- of function experiments. In vivo results 
consistently showed that AURKB up-regulation not only promoted tumor growth, but 
also promoted tumor metastasis. Importantly, we discovered that AURKB regulates 
the expressions of EMT-related genes via PI3K/AKT signaling axis. Herein, our 
results suggest that AURKB induced EMT through the activation of PI3K/AKT 
signaling pathway is critical to the progression of ICC, which may be a 
prospective therapeutic treatment for overcoming ICC metastasis and progression.",© 2023. The Author(s).,"DOI: 10.1007/s12672-023-00707-1
PMID: 37318676"
